extract_date,department_location_key,parent_revenue_location_name,revenue_location_name,unit_grouping,department_name,department_level_of_care_group,extract_hour,extract_minute,valid_from_instant,valid_to_instant,is_topofhour,staffed_beds,open_beds,occupied_beds,unavailable_beds,staffed_occupancy_percent,number_incoming,number_outgoing,number_expected_open,is_current,licensed_beds,physical_beds,is_endofday,ETLInsertedDateTime
2025-11-05,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-05 23:00:00,2025-11-06 00:00:00,1,33,20,13,3,39,2,4,22,0,36,36,1,
2025-11-06,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-06 23:00:00,2025-11-07 00:00:00,1,37,21,16,0,43,3,4,22,0,36,36,1,
2025-11-07,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-07 23:00:00,2025-11-08 00:00:00,1,34,22,12,2,35,5,5,22,0,36,36,1,
2025-11-08,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-08 23:00:00,2025-11-09 00:00:00,1,34,19,15,1,44,1,0,18,0,36,36,1,
2025-11-09,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-09 23:00:00,2025-11-10 00:00:00,1,35,19,16,1,46,5,1,15,0,36,36,1,
2025-11-10,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-10 23:00:00,2025-11-11 00:00:00,1,33,16,17,3,52,4,2,14,0,36,36,1,
2025-11-11,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-11 23:00:00,2025-11-12 00:00:00,1,34,20,14,1,41,3,0,17,0,36,36,1,
2025-11-12,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-12 23:00:00,2025-11-13 00:00:00,1,33,19,14,3,42,1,3,21,0,36,36,1,
2025-11-13,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-13 23:00:00,2025-11-14 00:00:00,1,33,20,13,3,39,4,4,20,0,36,36,1,
2025-11-14,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-14 23:00:00,2025-11-15 00:00:00,1,36,23,13,0,36,4,3,22,0,36,36,1,
2025-11-15,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-15 23:00:00,2025-11-16 00:00:00,1,33,18,15,2,45,6,5,17,0,36,36,1,
2025-11-16,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-16 23:00:00,2025-11-17 00:00:00,1,37,21,16,0,43,2,6,25,0,36,36,1,
2025-11-17,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-17 23:00:00,2025-11-18 00:00:00,1,35,22,13,1,37,2,4,24,0,36,36,1,
2025-11-18,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-18 23:00:00,2025-11-19 00:00:00,1,35,20,15,0,43,2,6,24,0,36,36,1,
2025-11-19,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-19 23:00:00,2025-11-20 00:00:00,1,35,23,12,0,34,5,3,21,0,36,36,1,
2025-11-20,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-20 23:00:00,2025-11-21 00:00:00,1,34,22,12,1,35,4,3,21,0,36,36,1,
2025-11-21,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-21 23:00:00,2025-11-22 00:00:00,1,34,24,10,1,29,5,2,21,0,36,36,1,
2025-11-22,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-22 23:00:00,2025-11-23 00:00:00,1,36,25,11,0,31,1,6,30,0,36,36,1,
2025-11-23,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-23 23:00:00,2025-11-24 00:00:00,1,34,25,9,1,26,2,6,29,0,36,36,1,
2025-11-24,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-24 23:00:00,2025-11-25 00:00:00,1,33,22,11,3,33,4,5,23,0,36,36,1,
2025-11-25,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-25 23:00:00,2025-11-26 00:00:00,1,34,25,9,1,26,6,1,20,0,36,36,1,
2025-11-26,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-26 23:00:00,2025-11-27 00:00:00,1,37,24,13,0,35,4,3,23,0,36,36,1,
2025-11-27,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-27 23:00:00,2025-11-28 00:00:00,1,36,23,13,0,36,1,2,24,0,36,36,1,
2025-11-28,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-28 23:00:00,2025-11-29 00:00:00,1,35,24,11,0,31,2,5,27,0,36,36,1,
2025-11-29,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-29 23:00:00,2025-11-30 00:00:00,1,35,24,11,0,31,4,3,23,0,36,36,1,
2025-11-30,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-11-30 23:00:00,2025-12-01 00:00:00,1,33,20,13,2,39,0,3,23,0,36,36,1,
2025-12-01,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-01 23:00:00,2025-12-02 00:00:00,1,34,21,13,1,38,0,6,27,0,36,36,1,
2025-12-02,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-02 23:00:00,2025-12-03 00:00:00,1,34,21,13,1,38,2,6,25,0,36,36,1,
2025-12-03,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-03 23:00:00,2025-12-04 00:00:00,1,35,23,12,0,34,2,4,25,0,36,36,1,
2025-12-04,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-04 23:00:00,2025-12-05 00:00:00,1,34,21,13,1,38,6,2,17,0,36,36,1,
2025-12-05,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-05 23:00:00,2025-12-06 00:00:00,1,34,25,9,1,26,5,4,24,0,36,36,1,
2025-12-06,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-06 23:00:00,2025-12-07 00:00:00,1,33,22,11,2,33,5,5,22,0,36,36,1,
2025-12-07,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-07 23:00:00,2025-12-08 00:00:00,1,35,22,13,0,37,0,0,22,0,36,36,1,
2025-12-08,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-08 23:00:00,2025-12-09 00:00:00,1,35,25,10,0,29,3,2,24,0,36,36,1,
2025-12-09,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-09 23:00:00,2025-12-10 00:00:00,1,34,22,12,2,35,2,6,26,0,36,36,1,
2025-12-10,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-10 23:00:00,2025-12-11 00:00:00,1,34,22,12,1,35,4,1,19,0,36,36,1,
2025-12-11,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-11 23:00:00,2025-12-12 00:00:00,1,36,25,11,0,31,4,4,25,0,36,36,1,
2025-12-12,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-12 23:00:00,2025-12-13 00:00:00,1,33,23,10,3,30,6,6,23,0,36,36,1,
2025-12-13,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-13 23:00:00,2025-12-14 00:00:00,1,35,20,15,0,43,6,3,17,0,36,36,1,
2025-12-14,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-14 23:00:00,2025-12-15 00:00:00,1,34,22,12,1,35,1,3,24,0,36,36,1,
2025-12-15,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-15 23:00:00,2025-12-16 00:00:00,1,34,21,13,1,38,2,4,23,0,36,36,1,
2025-12-16,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-16 23:00:00,2025-12-17 00:00:00,1,33,21,12,2,36,3,3,21,0,36,36,1,
2025-12-17,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-17 23:00:00,2025-12-18 00:00:00,1,33,18,15,3,45,4,2,16,0,36,36,1,
2025-12-18,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-18 23:00:00,2025-12-19 00:00:00,1,36,20,16,0,44,6,4,18,0,36,36,1,
2025-12-19,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-19 23:00:00,2025-12-20 00:00:00,1,37,24,13,0,35,5,0,19,0,36,36,1,
2025-12-20,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-20 23:00:00,2025-12-21 00:00:00,1,37,22,15,0,41,6,4,20,0,36,36,1,
2025-12-21,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-21 23:00:00,2025-12-22 00:00:00,1,33,19,14,2,42,4,5,20,0,36,36,1,
2025-12-22,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-22 23:00:00,2025-12-23 00:00:00,1,33,17,16,2,48,6,2,13,0,36,36,1,
2025-12-23,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-23 23:00:00,2025-12-24 00:00:00,1,34,18,16,2,47,1,5,22,0,36,36,1,
2025-12-24,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-24 23:00:00,2025-12-25 00:00:00,1,36,20,16,0,44,0,3,23,0,36,36,1,
2025-12-25,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-25 23:00:00,2025-12-26 00:00:00,1,33,17,16,2,48,0,0,17,0,36,36,1,
2025-12-26,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-26 23:00:00,2025-12-27 00:00:00,1,36,22,14,0,39,4,5,23,0,36,36,1,
2025-12-27,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-27 23:00:00,2025-12-28 00:00:00,1,37,20,17,0,46,6,6,20,0,36,36,1,
2025-12-28,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-28 23:00:00,2025-12-29 00:00:00,1,35,17,18,1,51,1,6,22,0,36,36,1,
2025-12-29,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-29 23:00:00,2025-12-30 00:00:00,1,35,21,14,1,40,4,4,21,0,36,36,1,
2025-12-30,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-30 23:00:00,2025-12-31 00:00:00,1,33,16,17,2,52,0,2,18,0,36,36,1,
2025-12-31,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2025-12-31 23:00:00,2026-01-01 00:00:00,1,34,16,18,2,53,2,1,15,0,36,36,1,
2026-01-01,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-01 23:00:00,2026-01-02 00:00:00,1,35,19,16,1,46,6,2,15,0,36,36,1,
2026-01-02,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-02 23:00:00,2026-01-03 00:00:00,1,36,21,15,0,42,0,3,24,0,36,36,1,
2026-01-03,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-03 23:00:00,2026-01-04 00:00:00,1,34,18,16,1,47,3,3,18,0,36,36,1,
2026-01-04,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-04 23:00:00,2026-01-05 00:00:00,1,36,19,17,0,47,0,1,20,0,36,36,1,
2026-01-05,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-05 23:00:00,2026-01-06 00:00:00,1,37,19,18,0,49,1,6,24,0,36,36,1,
2026-01-06,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-06 23:00:00,2026-01-07 00:00:00,1,36,19,17,0,47,5,2,16,0,36,36,1,
2026-01-07,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-07 23:00:00,2026-01-08 00:00:00,1,34,17,17,1,50,3,2,16,0,36,36,1,
2026-01-08,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-08 23:00:00,2026-01-09 00:00:00,1,36,22,14,0,39,6,3,19,0,36,36,1,
2026-01-09,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-09 23:00:00,2026-01-10 00:00:00,1,33,19,14,2,42,6,0,13,0,36,36,1,
2026-01-10,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-10 23:00:00,2026-01-11 00:00:00,1,35,21,14,1,40,5,5,21,0,36,36,1,
2026-01-11,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-11 23:00:00,2026-01-12 00:00:00,1,36,22,14,0,39,5,5,22,0,36,36,1,
2026-01-12,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-12 23:00:00,2026-01-13 00:00:00,1,33,19,14,3,42,1,4,22,0,36,36,1,
2026-01-13,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-13 23:00:00,2026-01-14 00:00:00,1,37,22,15,0,41,6,0,16,0,36,36,1,
2026-01-14,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-14 23:00:00,2026-01-15 00:00:00,1,34,19,15,1,44,2,4,21,0,36,36,1,
2026-01-15,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-15 23:00:00,2026-01-16 00:00:00,1,34,21,13,2,38,4,1,18,0,36,36,1,
2026-01-16,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-16 23:00:00,2026-01-17 00:00:00,1,34,20,14,2,41,6,1,15,0,36,36,1,
2026-01-17,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-17 23:00:00,2026-01-18 00:00:00,1,34,22,12,1,35,6,2,18,0,36,36,1,
2026-01-18,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-18 23:00:00,2026-01-19 00:00:00,1,33,19,14,2,42,0,3,22,0,36,36,1,
2026-01-19,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-19 23:00:00,2026-01-20 00:00:00,1,34,20,14,2,41,4,3,19,0,36,36,1,
2026-01-20,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-20 23:00:00,2026-01-21 00:00:00,1,37,25,12,0,32,0,2,27,0,36,36,1,
2026-01-21,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-21 23:00:00,2026-01-22 00:00:00,1,33,20,13,3,39,0,3,23,0,36,36,1,
2026-01-22,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-22 23:00:00,2026-01-23 00:00:00,1,36,20,16,0,44,1,6,25,0,36,36,1,
2026-01-23,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-23 23:00:00,2026-01-24 00:00:00,1,33,20,13,2,39,2,1,19,0,36,36,1,
2026-01-24,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-24 23:00:00,2026-01-25 00:00:00,1,37,23,14,0,38,3,3,23,0,36,36,1,
2026-01-25,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-25 23:00:00,2026-01-26 00:00:00,1,37,23,14,0,38,4,1,20,0,36,36,1,
2026-01-26,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-26 23:00:00,2026-01-27 00:00:00,1,34,20,14,2,41,5,0,15,0,36,36,1,
2026-01-27,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-27 23:00:00,2026-01-28 00:00:00,1,35,17,18,1,51,1,1,17,0,36,36,1,
2026-01-28,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-28 23:00:00,2026-01-29 00:00:00,1,35,20,15,0,43,5,4,19,0,36,36,1,
2026-01-29,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-29 23:00:00,2026-01-30 00:00:00,1,37,19,18,0,49,6,1,14,0,36,36,1,
2026-01-30,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-30 23:00:00,2026-01-31 00:00:00,1,35,19,16,1,46,5,6,20,0,36,36,1,
2026-01-31,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-01-31 23:00:00,2026-02-01 00:00:00,1,33,18,15,3,45,0,1,19,0,36,36,1,
2026-02-01,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-01 23:00:00,2026-02-02 00:00:00,1,34,21,13,1,38,0,4,25,0,36,36,1,
2026-02-02,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-02 23:00:00,2026-02-03 00:00:00,1,35,21,14,0,40,3,1,19,0,36,36,1,
2026-02-03,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-03 23:00:00,2026-02-04 00:00:00,1,35,20,15,1,43,5,2,17,0,36,36,1,
2026-02-04,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-04 23:00:00,2026-02-05 00:00:00,1,37,19,18,0,49,1,2,20,0,36,36,1,
2026-02-05,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-05 23:00:00,2026-02-06 00:00:00,1,36,20,16,0,44,5,0,15,0,36,36,1,
2026-02-06,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-06 23:00:00,2026-02-07 00:00:00,1,35,19,16,0,46,0,6,25,0,36,36,1,
2026-02-07,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-07 23:00:00,2026-02-08 00:00:00,1,33,17,16,3,48,0,1,18,0,36,36,1,
2026-02-08,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-08 23:00:00,2026-02-09 00:00:00,1,33,19,14,2,42,1,6,24,0,36,36,1,
2026-02-09,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-09 23:00:00,2026-02-10 00:00:00,1,36,20,16,0,44,6,4,18,0,36,36,1,
2026-02-10,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-10 23:00:00,2026-02-11 00:00:00,1,37,23,14,0,38,6,0,17,0,36,36,1,
2026-02-11,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-11 23:00:00,2026-02-12 00:00:00,1,35,21,14,1,40,4,6,23,0,36,36,1,
2026-02-12,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-12 23:00:00,2026-02-13 00:00:00,1,33,19,14,2,42,4,1,16,0,36,36,1,
2026-02-13,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-13 23:00:00,2026-02-14 00:00:00,1,37,23,14,0,38,0,5,28,0,36,36,1,
2026-02-14,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-14 23:00:00,2026-02-15 00:00:00,1,37,24,13,0,35,4,4,24,0,36,36,1,
2026-02-15,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-15 23:00:00,2026-02-16 00:00:00,1,34,22,12,1,35,2,3,23,0,36,36,1,
2026-02-16,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-16 23:00:00,2026-02-17 00:00:00,1,36,19,17,0,47,2,1,18,0,36,36,1,
2026-02-17,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-17 23:00:00,2026-02-18 00:00:00,1,35,22,13,0,37,5,4,21,0,36,36,1,
2026-02-18,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-18 23:00:00,2026-02-19 00:00:00,1,34,17,17,2,50,0,6,23,0,36,36,1,
2026-02-19,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-19 23:00:00,2026-02-20 00:00:00,1,34,19,15,2,44,6,6,19,0,36,36,1,
2026-02-20,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-20 23:00:00,2026-02-21 00:00:00,1,34,18,16,2,47,5,3,16,0,36,36,1,
2026-02-21,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-21 23:00:00,2026-02-22 00:00:00,1,34,19,15,1,44,0,1,20,0,36,36,1,
2026-02-22,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-22 23:00:00,2026-02-23 00:00:00,1,35,19,16,0,46,0,5,24,0,36,36,1,
2026-02-23,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-23 23:00:00,2026-02-24 00:00:00,1,34,17,17,2,50,5,2,14,0,36,36,1,
2026-02-24,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-24 23:00:00,2026-02-25 00:00:00,1,33,14,19,2,58,4,0,10,0,36,36,1,
2026-02-25,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-25 23:00:00,2026-02-26 00:00:00,1,37,16,21,0,57,2,6,20,0,36,36,1,
2026-02-26,100035,CALDWELL HOSPITAL,CALDWELL HOSPITAL,Step Down,STEP DOWN UNIT B,Intermediate Care,23,0,2026-02-26 23:00:00,2026-02-27 00:00:00,1,37,17,20,0,54,6,5,16,0,36,36,1,
